ingredient,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g
chocolate_ice_cream,177.7,4.47,15.41,11.25,0
mango_ice_cream,125.69,3.4,11.14,7.62,0.52
fruit_ice_cream_phalon_ka_ice_cream,171.46,4.37,16.05,10.38,0.33
caramel_ice_cream,173.52,4.31,14.81,11.15,0.08
lemon_souffle,168.51,6.95,13.43,10.02,0
orange_souffle,168.28,6.8,14.2,9.73,0.22
vanilla_souffle,187.85,7.71,14.78,11.19,0
chocolate_souffle,189.32,7.88,14.74,11.36,0
pineapple_souffle,196.14,8.06,15.52,11.72,0
apple_mousse,106.92,4.21,12.77,4.27,1.6
rich_chocolate_mousse,188.26,7.96,10.84,12.19,0
mango_mousse,124.98,3.21,9.14,8.47,0.88
orange_and_pineapple_cream,101.18,1.44,11.96,5.43,1.03
charlotte_rousse,188.29,3.95,34.08,4.78,1.01
triffle_pudding,116.97,2.93,18.24,3.93,0.12
snow_flakes_pudding,95.21,4.67,8.07,4.97,0.03
kulfi,98.43,3.21,11.3,4.7,0.12
steamed_orange_pudding,278.03,2.34,41.53,12.04,0.58
meringue_and_rice_pudding,112.93,4.84,14.6,4.05,0.17
cheese_pudding,285.01,11.29,19.27,18.37,0.05
chocolate_pudding,211.96,3.55,29.59,9.48,0.53
bread_and_butter_pudding,167.94,5.59,19.63,7.88,0.98
queen_of_pudding,132.92,5.51,16.35,5.38,0.27
pineapple_upside_down_pudding,257.73,3.15,35.73,11.91,0.8
date_and_nut_pie,322.42,3.93,46.86,13.31,4.13
stewed_apple_with_custard,92.87,1.27,18.36,1.82,1.01
apple_snowballs,101.51,0.86,24.58,0.31,1.25
hot_orange_souffle,179.97,6.87,18.77,8.95,0.29
hot_chocolate_souffle,226.09,6.7,26.21,11.1,0.12
hot_vanilla_souffle,192.93,6.87,21.77,9.07,0.13
plain_burfi_burfi,408.32,9.82,30.88,27.96,0.17
coconut_burfi_nariyal_ki_burfi,467.64,8.81,32.15,34.63,3.5
bottle_gourd_burfi_ghiyalauki_burfi,275.96,5.86,24.51,17.68,0.73
chocolate_burfi,339.33,13,33.15,17.86,0
cashewnut_burfi_kaju_burfikaju_katli,421.74,5.48,37.92,28.46,1.12
gram_flour_burfi_besan_burfi,421.79,11.19,46.59,22.41,3.41
semolina_ladoo_with_khoya_sujirava_aur_khoye_ke_ladoo_,428.71,6.71,52.86,21.86,4.68
semolina_ladoo_with_coconut_sujirava_aur_nariyal_ke_ladoo_,464.43,5.68,50.9,27.03,6.69
gram_flour_ladoo_besan_ladoo,476.91,8.93,62.61,22.76,4.43
sesame_ladoo_til_ke_ladoo,396.96,10.7,43.5,19.64,7.72
chenna_murki,252.69,10.46,36.01,8.2,0
milk_cake,127.41,3.01,9.13,8.93,0.06
ghujialavang_latika,768.98,1.86,13,78.93,0.52
gulab_jamun_with_khoya,586.06,2.03,26.09,53.23,0.07
mal_pua,566.68,1.71,17.56,54.64,0.62
shahi_tukre,189.81,2.76,41.46,2.54,0.51
potato_pakorapakoda_aloo_pakoda,677.19,1.9,6.04,71.84,1.03
onion_pakorapakoda_pyaaz_ke_pakode,674.61,1.9,5.41,71.84,1.11
cauliflower_pakorapakoda_phoolgobhi_ke_pakode,671.63,1.98,4.52,71.86,1.26
mixed_vegetable_pakorapakoda,673.81,1.94,5.12,71.86,1.13
spinach_pakorapakoda_palak_pakoda,712.62,1.96,4.68,76.38,1.02
methi_pakorapakoda_methi_ke_pakode,713.25,2.06,4.68,76.39,1.18
egg_pakorapakoda_ande_ke_pakode,710.51,2.83,4.48,75.86,0.86
bread_pakorapakoda,710.99,2.57,8.87,74.2,1.11
paneer_pakorapakoda,718.12,3.27,5.52,76.05,0.89
potato_bonda_aloo_bonda,632.84,1.09,4.53,67.8,0.83
potato_samosa_aloo_ka_samosa,577.39,1.71,9.21,59.19,1.19
minced_meat_samosa_keema_ka_samosa,620.99,4.43,6.14,64.26,0.39
paneer_and_pea_samosa_paneer_matar_ka_samosa,623.81,4.02,8.55,63.65,1.02
mathri,805.12,1.75,12.32,83.1,0.6
khasta_kachori,712.73,2.51,12.81,72.27,0.97
vegetable_cutlet,665.45,1.25,4.68,71.33,0.93
flattened_rice_cutlet_chirwa_cutletchivda_cutletpoha_cutlet,701.71,1.76,7.39,73.89,0.86
peanut_cutlet_mungfali_ke_cutlet,698.77,2.63,5.68,74,1.21
fish_cutlet_machli_ka_cutlet,654.64,2.77,3.13,70.11,0.54
paneer_potato_cutlet_paneer_aloo_cutlet,672.94,2.47,5.23,71.4,0.41
spinach_chickpeas_cutlet_palak_channa_dal_cutlet,688.03,1.44,4.93,73.6,0.93
cheese_toast,785.37,1.98,5.49,84.11,0.31
vegetable_burger,519.93,3.26,13.69,50.63,1.7
cheese_pizza,249.5,5.79,30.62,12.43,1.95
vegetable_seekh_kebab,690.73,1.57,5.32,73.72,0.59
masala_vada,826.02,1.69,4.06,89.15,1.07
peanut_sago_vada_sabudana_mungfali_vada,749.89,1.01,7.14,79.82,0.62
vegeterian_scotch_egg,681.67,2.16,4.64,72.77,0.58
paneer_shasliktikka,93.85,5.11,7.98,4.49,1.23
peanut_brittle_moongfali_ki_chikki,320.46,6.94,47.46,11.13,2.63
spring_roll,623.87,1.81,8.56,64.63,0.67
dry_mango_chutney_sookhe_aam_ki_chutney,298.13,2.43,69.17,0.7,3.74
peanut_chutney_mungfali_ki_chutney,258.37,11.8,9.87,19.06,5.73
coconut_chutney_nariyal_ki_chutney,265.92,3.59,8.29,25,6.73
mint_and_coriander_chutney_pudinay_aur_dhaniye_ki_chutney,102.6,2.81,21.18,0.51,4.33
custard_tart,225.6,3.72,28.66,10.73,0.91
lemon_tart,303.35,6.12,30.68,17.45,0.81
jam_tart,360.72,4.42,46.18,17.35,1.14
orange_cream_tart,197.16,2.58,27.43,8.72,0.64
pineapple_tart,195.4,2.29,28.62,8.21,0.87
cheese_and_mushroom_tart,246.1,5.51,21.43,15.28,1.18
cottage_cheese_pie,238.98,7.45,20.66,13.83,2.21
minced_meat_pie,221.55,7.38,18.11,13.04,2.33
apple_cinnamon_pie,258.73,3.35,33.68,12.21,1.77
lemon_meringue_pie,224.43,3.88,35.11,8.16,0.44
chocolate_meringue_pie,214.76,4.98,28.8,9.17,0.37
cream_puffs,221.33,4.7,16,15.48,0.38
chocolate_eclairs,239.42,4.24,26.22,13.5,0.33
cheese_balls,681.28,2.21,4.81,72.57,0.18
minced_meat_patties,265.72,6.88,15.25,19.57,0.77
cheese_patties,324.01,7.38,22.23,22.67,1.24
hot_cheese_souffle,177.1,9.18,5.41,13.23,0.12
hot_potato_souffle,125.64,5.51,8.56,7.64,0.66
hot_fish_souffle,142.92,11.23,3.69,9.24,0.1
hot_spinach_souffle,104.25,5.43,4.19,7.24,0.99
plain_cream_cake,353.94,6.18,47.18,16.17,0.71
apple_cake_seb_ka_cake,290.08,4.94,39.48,12.87,1.22
marble_cake,354.11,6.3,46.88,16.27,0.71
chocolate_cake,335.61,6.01,45.14,15.18,0.64
orange_cake,357.61,6.1,48.28,16.21,0.83
fruit_loaf,324.19,5.36,46.49,13.31,0.87
banana_cake_kele_ka_cake,389.51,5.77,40,23.31,1.14
chocolate_chiffon_cake,311.71,5.76,37.87,15.8,0.7
christmas_cake,372.95,5.49,48.29,16.88,1.49
strawberry_and_vanilla_cake_with_butter_icing,370.54,3.89,44.25,20.39,0.79
eggless_cake,318.08,8.12,46.14,11.75,0.68
swiss_roll,251.87,7.3,48.34,3.77,0.55
pineapple_pastry,208.21,6.06,29.04,7.87,0.72
black_forest_pastry,233.55,6.09,34.48,8.46,0.54
coconut_finger,274.86,7.09,42.56,8.86,1.87
pineapple_cake,195.57,5.01,23.51,9.34,0.76
chocolate_walnut_cookies_chocolate_aur_akhrot_ke_cookies,424.8,6.56,47.1,23.62,1.54
chocolate_chip_cookies,425.29,5.79,57.98,19.38,1.05
sweet_plain_biscuit,380.76,5.86,50.29,17.67,1.07
chocolate_biscuit,379.76,5.88,51.56,17.09,1.01
coconut_biscuit_nariyal_ke_biscuit,434.98,5.78,42.9,27.16,3.64
sweet_and_salty_biscuit_meethay_aur_namkeen_biscuit,407.96,6.15,45.09,22.39,1.68
peanut_biscuit,401.05,8.45,46.72,20.41,2.48
pin_wheel_biscuit,404.6,5.4,54.56,18.66,1.16
saffron_biscuit_kesar_biscuit,458.61,6.05,59.7,22.01,1.9
masala_biscuit,393.64,6.06,45.18,20.75,2.14
ice_box_cookies,374.24,5.7,56.09,14.44,1.28
ginger_bread_man,365,6.61,60.26,11.01,1.6
danish_cookies,475.33,5.33,58,24.92,1.37
short_bread_cookies,443.09,6.03,64.82,17.98,1.57
coffee_biscuit,416.57,6.9,46.55,23,1.59
melting_moments,437.91,5.71,55.84,21.78,1.88
ginger_biscuit_adarak_ke_biscuit,417.91,5.98,58.44,18.31,1.49
soyabean_muthias,839.33,2.46,3.7,90.45,1.47
soyabean_tikki,698.17,3.53,4.39,74.02,2.2
soyabean_namak_paras,838.46,2.65,4.65,89.83,1.41
peanut_burfi_moongfali_ki_burfi,550.99,9.31,48.14,36.84,4.09
spinach_peanut_namak_paras_palak_moongfali_namak_paras,740.16,1.65,6.62,78.51,0.81
gram_flour_and_semolina_chillacheelasavory_pancake_besan_suji_chillacheela,758.89,2.08,7.63,80.04,1.39
rice_moong_dal_cheela_chawal_aur_moong_dal_ka_cheela,798.26,2.74,11.13,82.44,1.18
split_bengal_gram_sweet_rice_channa_dal_sweet_rice,190.21,4.15,41.07,0.64,2.23
sweet_poori_meethi_poori,782.75,2.12,14.26,79.63,1.54
wheat_flour_and_moong_dal_burfi_atta_aur_moong_dal_ki_burfi,441.08,9.84,60,18.41,6.02
spinach_burfi_palak_burfi,121.17,2.71,12.76,6.81,1.17
sweet_split_chickpea_roti_sweet_channa_dal_rotipuranpoli,366.59,9.51,62.66,7.93,8.16
sprouted_moong_daliya,111.56,2.81,14.77,4.71,3.12
sprouted_moong_poha,192.6,5.59,26.6,6.89,3.13
pearl_millet_ladoo_bajra_ladoo,319.66,9.61,50.98,8.06,6
paushtik_ladoo,485.87,7.65,60.34,24.98,4.57
paushtik_roti,149.26,7.17,26.59,1.51,5.74
semolina_carrot_vada_suji_gajar_vada,699.53,1.56,6.52,74.07,1.07
dhokla,216.49,13.45,30.68,5.28,4.95
kashmiri_tea_kehwa,24.9,0.17,5.23,0.51,0.16
steeped_hot_coffee,15.91,0.39,3.01,0.33,0
hot_chocolate,90.01,3.43,9.02,4.61,0
cold_coffee_with_cream,82.76,1.93,11.98,3.29,0
banana_milkshake_with_ice_cream_kele_ka_milkshake_ice_cream_ke_saath,76.45,2.01,11.15,2.77,0.27
flavoured_milkshake,66.78,2.06,8.65,2.83,0
jal_jeera,30.24,0.44,6.7,0.26,0.95
gingo,48.02,0.14,12.42,0.06,0.17
mintade,40.32,0.03,10.59,0.02,0.03
canjee,6.61,0.24,0.44,0.42,0.36
cauliflower_canjee_phoolgobhi_ki_canjee,6.9,0.39,0.35,0.42,0.49
potato_canjee_aloo_canjee,16.26,0.44,2.69,0.39,0.43
vermicelli_porridge_semiyaseviyan_porridge,78.4,2.5,10.56,2.98,0.48
semolina_upma_sujirava_upma,147.89,3.3,16.31,7.49,3.24
vermicelli_upma_semiyaseviyan_upma,149.11,3.11,16.88,7.45,3.21
rice_upma,151.27,2.63,17.96,7.46,2.12
bread_upma,129.51,2.8,12.6,7.75,1.96
vegetable_upma,146.47,4.73,16.46,6.63,4.19
poha,294.53,6.09,35.05,14.14,3.72
vegetable_poha,180.52,4.89,21.52,8.07,3.76
moong_dal_stuffed_cheelachilla_moong_dal_ka_cheelachilla,154.89,6.97,19.42,5.11,4.25
paneer_stuffed_cheelachilla,205.19,11.44,19.16,8.89,4.03
indian_style_egg_bhujia_anda_bhujia_indian_style,102.83,6.1,3.76,7.02,1.53
french_omeletteomlet,211.04,10.03,0.41,18.86,0.38
puffy_omeletteomlet,188.15,8.82,0.08,16.84,0
orange_omeletteomlet,194.66,8.93,1.68,16.84,0
cheese_and_mushroom_omeletteomlet,205.63,9.69,1.68,17.82,0.93
spanish_omeletteomlet,157.45,8.25,5.1,11.44,2.54
mixed_stock,25.19,2.06,0.33,1.71,0.15
meat_stock,24.48,2.1,0,1.78,0
white_stock,6.99,0.07,0.4,0.56,0.17
meat_consomme_with_mutton,29.76,14.86,0.51,13.68,0.71
consomme_au_julienne,27.76,12.49,1.49,10.66,1.38
consomme_au_vermicelli,29.94,15.23,1.3,12.98,0.81
green_pea_soup_matar_ka_soup,39.81,11.06,3.63,12.9,2.49
spinach_soup_palak_ka_soup,32.59,10.54,3.03,14.26,1.98
mixed_vegetable_soup,35.71,8.22,2.95,11.66,1.64
cheese_soup,41.13,12.39,1.87,17.07,1.8
mulligatawny_soup,54.42,11.26,8.24,13.28,2.6
cream_of_carrot_soup,59.77,8.27,5.69,12.35,1.98
cream_of_broccoli_soup,56.14,8.97,3.72,12.75,1.89
cream_of_potato_soup,60.2,8.1,6.14,12.05,1.51
almond_soup_badam_ka_soup,78.65,10.13,3.68,13.8,0.91
cold_cucumber_cream_soup,11.88,0.34,1.76,0.34,0.73
cold_tomato_soup,16.9,0.11,0.59,1.56,0.16
chicken_stew,127.55,7.19,4.44,8.91,1.82
veg_paneer_stew,145.55,6.98,10.22,8.41,3.08
oniongreen_chilli_paranthaparatha_pyaaz_aur_hari_mirch_ka_paranthaparatha,191.27,4.37,26.37,7.27,5.16
methi_paranthaparatha,148.36,4.27,22.19,4.34,5.09
bathua_poori,598.79,2.35,13.85,59.14,1.87
gram_flour_poori_besan_poori,697.66,2.59,10.93,71.51,1.94
beetroot_poori_chukandar_ki_poori,527.66,1.91,12.29,52.18,1.4
peas_poori_matar_ki_poori,592.83,3.04,14.92,57.69,2.25
peas_kachori_matar_kachori,584.68,3.21,13.25,57.51,2.03
pizza,146.77,6.85,9.94,8.72,1.71
bacon_and_mushroom_pancake,157.67,6.82,8.47,10.6,1.59
cheese_and_tomato_pancake,147.39,5.15,10.66,9.28,1.06
minced_meat_pancake_with_chicken,116.04,12.01,8.18,10.48,0.7
eggplantbrinjal_rice_vangi_bhat,184.8,5.28,31.74,3.67,4.44
kashmiri_tahar,98.21,1.95,19.11,1.37,0.98
cumin_pulao_jeerazeera_pulao,135.24,2.47,23.61,3.2,1.4
peas_pulao_matar_pulao,108.87,3.89,18.42,1.9,3.21
split_bengal_gram_dal_and_vegetable_pulao_channa_dal_and_vegetable_pulao,116.53,3.6,19.72,2.3,3.16
black_channa_pulao_bengal_gram_pulao_kale_chane_ka_pulao,125.51,3.44,21.55,2.58,2.69
mutton_pulao,130.77,6.52,11.26,10.78,1.65
chicken_pulao,108.24,6.07,11.17,8.48,1.64
mexican_rice,120.57,4.62,14.21,4.88,1.64
plain_khitchdi_plain_khichrikhichdi,57.03,1.72,10.04,1.01,0.85
instant_idli_with_semolina,247.29,9.16,43.4,3.61,7.13
plain_dosa,380.91,10.34,64.08,8.43,5.23
masala_dosa_mixed_vegetable_fillings,144.53,4.84,23.02,3.26,4.31
masala_dosa_paneer_fillings,243.12,10.31,29.76,8.84,3.11
uttapam,255.95,6.18,36.28,9.03,4.4
appam,267.7,3.12,13.28,22.63,6.19
beans_and_macaroni,136.08,4.58,14.24,7.01,2.05
spaghetti_bolognese,97.43,9.35,10.04,9.51,1.08
meat_and_macaroni_casserole,161.55,9.15,16.12,10.17,1.19
spaghetti_with_meat_balls_and_tomato_sauce,158.13,5.61,10.46,10.64,1.11
spaghetti_with_paneer_balls_and_tomato_sauce,158.54,3.95,12.72,10.44,1.25
lasagne_with_meat_sauce,63.38,2.9,5.38,3.43,0.47
lasagne_with_vegetables,49.23,1.71,5.9,2.16,0.66
home_made_egg_noodles,240.84,6.55,42.92,4.37,1.6
sour_lentils_khatti_dal,34.79,2.22,6.04,0.12,1.22
urad_special_dehusked,69.43,3.14,8.86,2.17,2.5
arhar_with_spinach_arhar_dal_aur_palak,52.84,2.05,4.77,2.76,1.3
moong_dal_with_vadi,24.08,0.4,1,2.05,0.39
rasam_with_tamarind_puli_rasam_chintapandu_rasam_charusaaru,26.74,1.13,3.37,0.88,1.6
rasam_with_lemon_nimmakaya_rasamnimmakaya_charuelumichai_rasamnimbe_hannina_saaru,24.41,1.11,2.85,0.87,1.54
green_gram_whole_with_baghar_sabut_moong_dal_with_tadka,63.43,3.23,6.8,2.48,3.02
urad_sabut_special,79.39,2.33,5.03,5.46,2.15
kabuli_channa_curry,68.57,2.92,7.63,3.06,1.12
besan_gatte_curry,189.38,7.75,16.26,10.72,3.25
dry_masala_chops,135.07,9.08,3.3,9.54,0.86
mutton_korma,115.64,7.09,2.53,8.54,0.78
shahi_keema_kofta_curry,418.13,4.14,1.73,43.83,0.91
minced_meat_ball_curry,109.79,6.82,2.86,7.85,1.49
boti_kebab,132.86,9.22,3.06,9.27,0.76
mutton_seekh_kebab,133.94,11.25,3.11,8.43,1.88
indian_lamb_and_egg_curry_nargisi_kofta,335.75,3.84,2.07,34.7,0.6
soya_chunks_sweet_and_sour_nutrinugget_sweet_and_sour,500.94,2.85,3.27,55.99,0.86
soya_chunks_korma_nutrinugget_korma,131.43,3.86,7.67,9.5,2.57
mushroom_matar,70.77,2.79,5.33,4.11,3.13
soya_chunks_and_peas_nutrinugget_matar,82.62,3.03,5.82,5.11,2.86
vegetable_yakhni,406.06,1.18,1.94,43.8,0.61
spinach_mushroom_palak_mushroom,47.63,1.94,2.95,2.96,2.27
vegetarian_nargisi_kofta_curry,332.15,2.29,6.58,32.94,0.86
roast_chicken,199.9,20.49,0.1,13.06,0.03
shahi_chicken_masala,163.7,9.82,4.07,12.02,0.96
tomato_chicken,111.68,10.57,2.13,6.71,1.42
creamy_chicken,152.87,13.52,3.13,9.57,0.69
broccoli_chicken_ala_king,119.56,7.97,5.34,7.57,1.92
ginger_chicken,129.17,8.24,5.6,8.24,1.21
chicken_sweet_and_sour,445.09,6.92,2.67,47.59,0.58
chicken_korma,147.96,9.83,5.43,9.67,1.82
bengal_fish_curry_bengali_machli_curry,109.43,7.26,4.42,7.03,1.93
fish_finger,542.9,5.66,4.47,55.82,0.34
fish_in_coconut_milk_nariyal_ke_doodh_ke_saath_machli,86.21,8.66,2.73,4.43,1.52
prawn_curry_with_coconut_jhinga_curry,109.55,8.54,3.1,6.93,1.56
baked_stuffed_fish,121.96,16.14,2.12,5.43,0.38
fish_pie,120.9,9.25,7.74,5.77,0.76
crispy_baked_fish,138.4,10.95,9.59,6.41,1.21
fish_souffle,139.71,10.51,5.14,8.55,0.19
potato_curry_aloo_ki_sabzi,89.56,1.52,10.42,4.47,2.42
egg_curry_anda_curry,117.52,5.38,4.03,8.81,2.09
vegetable_curry_with_coconut,83.07,2.77,7.19,4.66,3.35
curd_with_potatoes_dahi_aloo,59.9,1.56,7.15,2.72,1.19
potato_kofta_curry_aloo_kofta_curry,455.4,0.56,2.78,49.08,0.56
yam_kofta_curry_zimikandsuran_kofta_curry,322.88,0.71,3.75,33.84,1.04
jackfruit_kofta_curry_kathal_ka_kofta_curry,321.08,0.8,3.17,33.83,0.96
spinach_and_potato_palak_aloo,57.17,1.63,5.91,2.82,2.04
mooli_bhujia,91.2,1.69,4.74,7.25,2.36
bathua_bhujia,90.9,2.26,3.63,7.29,3.8
cabbage_rolls_dry_pattagobhi_rolls_dry,142.48,8.21,6.09,9.36,1.84
cabbage_rolls_curry_pattagobhi_rollscurry,124.63,5.76,7.03,8.17,2.35
dry_arbi_sookhi_arbi,134.95,2.12,11.11,8.97,2.47
masala_arbi,185.38,3.01,16.16,11.9,3.1
peas_brinjal_bhartha_matar_baingan_bhartha,84.55,2.05,5.02,6.05,3.63
okraladys_fingers_fry_bhindi_sabzisabjisubji,110.81,1.83,4.5,9.27,3.57
crispy_okracrispy_ladys_fingers_karare_bhindi,657.76,1.91,4.35,70.4,1.75
beans_foogath,105.06,2.03,3.26,9.22,4.15
stuffed_bittergourd_wet_bharwa_karele,162.36,1.36,4.68,15.24,2.86
jackfruitkathal_dry,488.97,0.93,4.56,51.78,1.33
yam_fried_zimikandsuran_fried,491.76,0.79,5.47,51.79,1.44
cauliflower_pea_and_potato_bhujia_phoolgobhi_matar_aur_aloo_bhujia,95.67,2.75,8.23,5.54,3.26
vegetable_jalfrezi,68.48,1.4,5.43,4.38,2.97
vegetables_stir_fry,30.78,1.04,3.19,1.47,1.37
broccoli_delight,40.7,2.49,2.34,2.48,2.83
dhansak_vegetarian,82.8,3.32,7.28,4.18,4.17
cauliflower_basket,90.95,5.21,3.97,5.88,2.4
stuffed_bottle_gourd_stuffed_ghiyalauki,93.19,5.84,4.36,5.8,1.18
ducheese_potato,140.54,3.6,10.94,9.01,1.29
roast_potatoes,87.32,1.53,14.52,2.35,1.71
stuffed_baked_potatoes,100.2,3.82,11.03,4.39,1.31
potato_nests,111.62,5.71,11.05,4.77,2.49
parsley_potato,119.51,1.49,13.81,6.28,1.59
creamed_spinach_and_mushroom,419.62,2.28,3.17,44.14,1.02
fricassee_of_mushroom,106.66,3.65,8.13,6.63,1.23
cauliflower_au_gratin,145.9,4.45,9.13,10.2,1.44
vegetable_and_cheese_pie,126.88,4.03,8.76,8.28,1.91
spinach_souffle,150.18,7.36,6.27,10.52,1.44
beetroot_and_egg_salad_chukandar_aur_ande_ka_salad,84.92,3.36,3.4,6.45,0.55
sour_cream_potato_salad,121.9,2.89,9.05,8.13,1.21
tossed_green_salad,49.88,1.33,3.82,3.24,1.33
spring_basket_salad,160.46,3.36,11.61,11.3,3.09
cucumber_and_yogurt_salad_kheere_aur_dahi_ka_salad,36.13,2.09,4.72,0.93,1.66
chicken_and_tomato_towers,100.55,6.9,2.36,6.99,1.14
jellied_sunshine_fruit_salad,48.86,5.85,4.21,0.85,1.8
tomato_aspic,50.37,6.87,5.02,0.26,1.58
frozen_frosty_fruit_salad_phalon_ka_salaad,103.51,1.68,15.61,4.17,0.26
french_dressing,733.77,0.32,3.68,79.65,0.22
mayonnaise_without_eggs,329.05,2.13,3.98,33.84,0.04
curd_dressing,78.8,5.59,8.03,2.9,0.22
carrot_raita_gajar_ka_raita,64.78,4.14,7.19,2.19,1.69
pumpkin_raita_kaddu_ka_raita,55.6,3.74,6.02,1.88,1.04
mint_and_peanut_raita_pudinay_aur_moongfali_ka_raita,112.05,7.05,7.31,6.19,1.79
spinach_raita_palak_ka_raita,52.75,3.95,5.06,1.86,1.39
bathua_raita,54.4,4.13,5.31,1.76,2.19
pineapple_raita_ananas_ka_raita,67.74,3.9,8.62,2.02,1.39
banana_raita_kele_ka_raita,89.03,4.13,13.51,2.07,1
mango_raita_aam_ka_raita,67.37,3.9,8.23,2.14,0.89
guava_raita_amarood_ka_raita,64.36,4.19,7.27,2.07,3
grapes_raita_angoor_ka_raita,72.59,3.98,9.66,2.07,0.71
bottle_gourd_kheer_ghiyalauki_kheer,84.07,2.7,10,3.86,0.55
pumpkin_kheer_kaddu_ki_kheer,86.35,2.76,10.44,3.86,0.63
apple_kheer_seb_ki_kheer,81.3,2.14,11.34,3.18,0.51
caramel_custard_baked,122.7,5.11,14.95,5.01,0
vanilla_ice_cream_without_egg,228.67,2.69,14.21,18.15,0
vanilla_ice_cream_with_egg,214.85,4.16,11.71,17.02,0
strawberry_ice_cream,215.61,4.15,12.26,16.96,0
chocochip_ice_cream,241.45,4.23,16.75,17.93,0
choconut_ice_cream,273.96,5.04,23.13,18.49,0.51
pear_chocholate_sunday,183.49,2.08,15.02,13.11,0.07
chocolate_sauce,263.2,1.91,43.21,10.39,0
coffee_ice_cream,150.62,3.15,14.09,9.43,0
coffee_pear_alaska,203.99,2.88,19.36,13.22,0.15
crunchy_butterscotch,277.32,3.11,19.92,20.99,0.47
peach_melba_ice_cream,200.85,2.06,16.31,14.51,0.06
vanilla_ice_cream_with_apples_in_hot_cherry_sauce,196.32,1.73,22.75,11.45,0.26
grape_and_orange_whip,57.39,1.41,6.72,2.62,0.97
honey_banana_cream,125.49,2.78,13.64,6.68,0.7
raspberry_bavarian_cream,150.1,3.34,17.82,7.88,2.19
fruit_delight,107.09,2.09,9.11,7.09,0.09
creamy_chocolate_mousse,230.52,6.85,9.53,18.16,0
cold_lemon_souffle,169.87,5.89,15.62,9.78,0
cold_orange_souffle,173.19,5.94,16.27,9.82,0.11
cold_pineapple_souffle,181.22,6.23,16.85,10.39,0
cold_vanilla_souffle,179.54,6.22,16.29,10.32,0
cold_chocolate_souffle,187.53,6.37,17.22,10.86,0
stewed_fruit_with_pear,74.32,0.25,18.22,0.32,2.84
apricot_fool,240.79,1.54,33.64,11.35,1
pavlova,200.6,1.84,21.84,12.29,0.06
apple_crumb_pudding,220.85,1.54,35.17,8.87,1.33
steamed_cake_with_chocolate_sauce,301.91,4.49,29.06,19.01,0.29
hot_lemon_souffle,155.25,5.29,16.31,7.93,0.14
gulab_jamun_with_milk_powder,471.15,0.85,28.24,40.15,0.05
chum_chum,130.05,1.52,28.27,1.92,0.02
dil_bahar,130.05,1.52,28.27,1.92,0.02
rasbhari,130.05,1.52,28.27,1.92,0.02
rajbogh,133.7,1.71,28.16,2.28,0.11
rasgulla,118.64,1.38,25.79,1.75,0.01
rasmalai,135.55,1.61,29.17,2.11,0.07
khoa_coconut_burfi,411.45,9.98,36.55,26.01,4.07
danedar_burfi,102.68,3.24,12.33,4.72,0.09
semolina_burfi_sujirava_burfi,348.67,3.47,47.1,16.86,2.8
pumpkin_coconut_burfi_kaddu_aur_nariyal_ki_burfi,186.18,1.75,17.02,12.66,4.29
khoa_ladoo,396.02,12.21,34.43,24.09,3.08
wheat_and_gram_flour_ladoo_atta_besan_ladoo,501.7,9.38,50.5,29.86,6.01
semolina_ladoo_with_nuts_sujirava_ladoo_with_nuts,441.84,5.44,48.02,25.45,4.27
sesame_chickpeas_brittle_til_aur_channe_ki_chikki,282.74,8.5,50.49,4.66,5.54
murmura_chikki,253.82,2.12,59.59,0.32,0.37
masala_onion_pakorapakoda_pyaaz_ke_pakode,551.64,2.05,6.48,57.61,1.44
masala_green_chilli_pakorapakoda_hari_mirch_kay_pakode,668.76,2.22,5.55,71.01,1.34
chicken_pakorapakoda,590.09,6.03,4.55,60.98,0.96
fish_pakorapakoda,577.03,5.97,4.55,59.52,0.96
paneer_cutlet,672.2,4.59,7.62,69.38,0.39
sago_cutletvadas_sabudana_cutletvadas,558.76,0.56,11.23,56.97,0.54
poshtik_cutlet,496.45,2,7.39,50.94,1.35
egg_cutlet_anda_cutlet,575.02,2.45,5.77,60.25,0.58
minced_meat_cutlet,531.86,5.1,5.61,54.47,0.4
vegetable_samosa,443.11,2.21,13.22,42.22,1.52
plain_urad_dal_vada_uzunne_vadaminapa_gareluulundu_vadaimedu_vada,745.5,4.39,9.7,76.32,2.27
masala_urad_dal_vada,703.78,4.32,9.93,71.62,2.71
khaman_dhokla,54.73,1.92,5.36,2.8,1.49
instant_dhokla,207.11,7.66,24.11,9.37,3.57
tomato_ginger_chutney_tamatar_adarak_ki_chutney,44.66,1.05,9.11,0.32,2.14
mint_tomato_chutney_pudinay_aur_tamatar_ki_chutney,43.65,1.53,8.22,0.36,2.63
coriander_chutney_hare_dhaniye_ki_chutney,42.86,1.38,8.16,0.37,2.47
gooseberry_chutney_amla_chutney,43.02,1.44,8.83,0.62,4.58
walnut_chutney_akhrot_ki_chutney,370.43,9.44,8.91,33.46,3.04
saunthsonth_chutney_with_ginger,84.22,0.28,20.62,0.11,0.31
gun_powder_chutney,312.34,21.55,47.65,2.67,13.95
dessicated_coconut_chutney_sookhe_kase_nariyal_ki_chutney,346.36,12.88,36.72,15.88,13.16
curd_mint_dip,76.13,4.82,9.11,2.44,0.77
curd_vegetable_dip,56.21,3.88,6.04,1.94,0.63
